CurrencyCode,CountryCode,ProviderId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,transaction_hour,transaction_day_of_week,transaction_month,transaction_year,transaction_day_of_month,total_transaction_amount,avg_transaction_amount,min_transaction_amount,max_transaction_amount,std_transaction_amount,transaction_count,unique_products_bought,unique_channels_used,unique_categories_bought,is_high_risk
-0.5268897472151857,-2.405754849581639,-1.044473696551113,0.11324315867167917,0.5136620549830149,-1.4241374023958093,0.03506170933477243,0.7423520706363541,0.0,1.5010007505005627,-1.5427651963120257,-1.1436772464230245,-1.6717428442306081,-0.32088334059101914,-0.6326056465277855,-0.05358975587556481,1.0083687335900493,0.5079847712206489,0.0,-1.8922353396326206,0.8449886842979479,0.4685212856658187,1
-0.5268897472151857,-0.30810834898112915,-0.041342330181280806,0.11324315867167917,1.5663950253724375,-0.36767655890908885,0.06779746722561714,-1.3430273695808754,0.0,-1.4990007495005622,-1.5427651963120257,-1.1436772464230245,-1.55780181068163,0.2357737992076686,0.5962912434369694,0.9816715033883517,-0.4793186134655133,-0.901646007269289,0.0,1.854765332907223,0.8449886842979479,0.4685212856658187,1
1.6742517669348176,-0.30810834898112915,0.671126153972885,0.11324315867167917,-0.571354986825765,-1.8717889110058659,1.7752940595541504,1.020582727229463,0.0,-0.9990004995003747,-1.5427651963120257,-1.1436772464230245,-1.443860777132652,-0.868306810799821,-1.1813759604694474,-0.8158387908653358,-1.390577035234374,-1.1069704334966763,0.0,-0.01873500336269882,0.8449886842979479,0.4685212856658187,1
1.6742517669348176,0.7532307723007567,1.2900870268667473,0.11324315867167917,-0.4816066711953165,-0.003471989600466776,-0.21738711529326557,0.7423520706363541,0.0,-0.49900024950018723,-1.5427651963120257,-1.1436772464230245,-1.3299197435836736,-1.839332063550311,-2.1547902581682967,-0.8114796957855778,-1.326023275353624,-0.7215689630950192,0.0,0.9180151647722621,0.8449886842979479,0.4685212856658187,1
0.43579811361987214,-2.405754849581639,0.671126153972885,0.11324315867167917,-1.3126321933901193,-0.4774182372354112,-0.35936195499149154,-1.3430273695808754,0.0,0.0010000005000002647,-1.5427651963120257,-1.1436772464230245,-1.2159787100346955,-0.5056349795405535,0.5058378655667739,0.693718260539948,-1.215004523436094,-1.3487907576670715,0.0,-1.8922353396326206,0.8449886842979479,0.4685212856658187,1
-0.5268897472151857,-0.30810834898112915,-1.0356218677771105,1.1790076901177409,1.5663950253724375,-0.7285547877380699,-1.346025250638833,1.020582727229463,0.0,0.5010002505001877,-1.5427651963120257,-1.1436772464230245,-1.1020376764857172,-1.3154800590133071,-1.1315648214978282,-0.5190786397517431,-1.5777198936899617,-1.3959529405625275,0.0,-0.01873500336269882,0.8449886842979479,0.4685212856658187,0
-1.7261885692917631,-2.405754849581639,-1.044473696551113,1.1790076901177409,-0.4816066711953165,-0.7792085582987024,-1.1956749708445598,1.020582727229463,0.0,1.0010005005003753,-1.5427651963120257,-1.1436772464230245,-0.988096642936739,0.9693358590601578,0.6607879213001944,0.8172333327638982,-0.14146901723526925,-0.11308613303583631,0.0,-0.01873500336269882,-0.7198051755130667,0.4685212856658187,1
1.6742517669348176,1.110121379730333,-1.0356218677771105,-1.569392140795275,0.5136620549830149,,-0.2738006374536107,1.020582727229463,0.0,1.5010007505005627,-1.5427651963120257,-1.1436772464230245,-0.8741556093877608,-1.826212585945549,-1.7004415978827037,-1.1477718542304962,-1.1923743229856618,0.5291668641704091,0.0,-0.9554851714976597,-0.7198051755130667,0.4685212856658187,1
-0.5268897472151857,1.110121379730333,-1.044473696551113,1.1790076901177409,-0.571354986825765,1.7890386786969161,-0.5920746640268596,-1.3430273695808754,0.0,-1.4990007495005622,-1.5427651963120257,-1.1436772464230245,-0.7602145758387826,1.5258827563228121,1.2187041089594304,1.3598756996930845,0.37224573339188777,-0.04313746025915464,0.0,-0.9554851714976597,-0.7198051755130667,0.4685212856658187,1
-0.5268897472151857,0.7532307723007567,0.671126153972885,0.11324315867167917,-1.3126321933901193,2.290999207969996,-1.1825537693083916,0.7423520706363541,0.0,-0.9990004995003747,-1.5427651963120257,-1.1436772464230245,-0.6462735422898044,0.9791036898856526,0.6705797842369277,-2.09467864099996,1.1711510341763223,2.1835700849825272,0.0,-0.01873500336269882,-0.7198051755130667,-2.1343747458109497,1
-0.5268897472151857,-0.30810834898112915,-1.044473696551113,1.1790076901177409,-1.3126321933901193,-0.7558148633192383,1.4021160415910332,0.7423520706363541,0.0,-0.49900024950018723,-1.5427651963120257,-1.1436772464230245,-0.5323325087408263,0.16232275841353974,-0.14821069987320565,1.26498300732797,-0.560406254123793,-0.9111306987639465,0.0,-0.01873500336269882,0.8449886842979479,-2.1343747458109497,1
-1.7261885692917631,1.110121379730333,-1.0356218677771105,1.1790076901177409,1.5663950253724375,0.5115887418842822,1.3708746185262453,0.7423520706363541,0.0,0.0010000005000002647,-1.5427651963120257,-1.1436772464230245,-0.418391475191848,-0.8237704908950093,-1.1367300664111457,0.398341012046464,-1.2769529660730405,-1.2553717704115956,0.0,-0.9554851714976597,-2.284599035324081,0.4685212856658187,1
0.43579811361987214,-0.30810834898112915,1.2900870268667473,-1.569392140795275,1.5663950253724375,0.20101380789399342,-2.0921303575639985,-1.3430273695808754,0.0,0.5010002505001877,-1.5427651963120257,-1.1436772464230245,-0.30445044164286983,-1.4681256231910438,-1.3015882915134784,0.5598758727302643,-1.130018799859683,-1.3916768467865066,0.0,0.9180151647722621,-2.284599035324081,0.4685212856658187,1
